hotel_name,user_name,country,room_info,no_of_nights_stayed,stay_date,traveller_type,review_title,rating,happy_review,unhappy_review,review_date,scraped_at,happy_review_cleaned_v1,unhappy_review_cleaned_v1
Habyt Cantonment - formerly Hmlet Cantonment,Mark,Australia,The Extra Large Room,6.0,2022-10-01,Family,"Very much enjoyed our stay, definitely recommend to others. Not a resort style short stay place if this is what you afte",8.0,"Close to shops, breakfast places and bakeries for getting something to east before your big day out. A short walk to Keong Saik Road, which is great for pubs, restaurants etc. Great evening vibe. Lobby well equipped with area for socialising, having an occasional on tap beer, coffee or snack (all self service). Showers in room were hot and well pressured.","Dry cleaning machines don’t dry clothes properly. Kitchen sink leaked if washing dishes in room, let staff know who said they could get someone to repair.",05/10/2022,11/02/2024,close shop breakfast place battery get something east big day short walk long say road great pus restaurant etc great evening vice lobby well equip area localise occasional tap beer coffee snack self service shower room hot well pressure,dry clean machine dry clothe properly kitchen sink lean wash dish room let staff know say could get someone repair
Habyt Cantonment - formerly Hmlet Cantonment,Michael,Germany,The Small Room,21.0,2022-10-01,Couple,Good,7.0,"clean, co working space is great.",the doors to the room are really bad isolated.,05/10/2022,11/02/2024,clean co work space great,door room really bad isolate
Habyt Cantonment - formerly Hmlet Cantonment,Jennifer,United Kingdom,The Small Room,7.0,2022-10-01,Couple,Very good,8.0,lots of amenities e.g wellness room and communal areas with fridges and coffee. well located and easy to get to most places in Sg. the aircon was also basically silent too which made sleeping more peaceful,nan,04/10/2022,11/02/2024,lot amenity eg weakness room communal area bridge coffee well locate easy get place sg iron also basically silent make sleep peaceful,nan
Habyt Cantonment - formerly Hmlet Cantonment,Veronika,Germany,The Small Room,8.0,2022-10-01,Solo traveller,I would come again if there would be better WiFi in the rooms.,7.0,Staff is very friendly and extremly helpful.Very good complementary coffee from a Jura machine in block A. The complementary coffee in block B is also good.Very good gym. They allowed me to use it after my checkout (my flight was at night) and even gave me a towel.,"Cleanliness of the communal areas could be improved (kitchens, garden).Some more cups in the block A kitchen instead of paper cups would make the Hmlet more sustainable.WiFi in my room was unstable. In the coworking area and in the backyard it is good.",04/10/2022,11/02/2024,staff friendly extremely helpfulvery good complementary coffee jury machine block complementary coffee block b also govern good grm allow I use checkout flight night even give I towel,cleanliness communal area could improve kitchen burdensome cup block kitchen instead paper cup would make hamlet sustainablewifi room unstable work area backward good
Habyt Cantonment - formerly Hmlet Cantonment,Sandra,Colombia,The Medium Room,6.0,2022-10-01,Couple,Good deal!,8.0,"There was a nice place, quiet and well located, near from MRT station",They don’t have clean room service everyday. just twice a week.,03/10/2022,11/02/2024,nice place quiet well locate near meet station,clean room service everyday twice week
Habyt Cantonment - formerly Hmlet Cantonment,Ng,Singapore,The Small Room,6.0,2022-09-01,Couple,Good,7.0,"Good location and easy reach to food, transport.",The 1st floor open kitchen has good supplies but you can't cook heavy smell food  as it together with service counter and work place. 2nd floor kitchen is always shortage of mug. The  bathrm is compact but hard to dress up. There was after midnight guests return with a hard bang door disturb the sleep.,01/10/2022,11/02/2024,good location easy reach food transport,st floor open kitchen good supply cook heavy smell food together service counter work place nd floor kitchen always shortage mug bath compact hard dress midnight guest return hard bang door disturb sleep
Habyt Cantonment - formerly Hmlet Cantonment,Margherita,United Kingdom,The Medium Room,6.0,2022-09-01,Solo traveller,Comfortable rooms at the outskirts of chinatown,8.0,The room had a comfortable bed and nice decor.,This is more of a hostel than a hotel. I think the branding on booking.com is a little misleading.,27/09/2022,11/02/2024,room comfortable bed nice door,hostel hotel I think brand bokingcom little mislead
Habyt Cantonment - formerly Hmlet Cantonment,Ahmed,Netherlands,The Medium Room,6.0,2022-09-01,Solo traveller,"very convenient, comfortable, perfect for business trips",8.0,"clean, organized, has everything you need and in a good location",nan,24/09/2022,11/02/2024,clean organize everything need good location,nan
Habyt Cantonment - formerly Hmlet Cantonment,Stuart,United Kingdom,The Large Room,9.0,2022-09-01,Couple,Superb,9.0,"Location was excellent with multiple transport choices within a 10 min walk. Beds really comfy, facilities brilliant.",nan,14/09/2022,11/02/2024,location excellent multiple transport choice within min walk bed really come facility brilliant,nan
Habyt Cantonment - formerly Hmlet Cantonment,Brittney,Australia,Two Bedroom,6.0,2022-09-01,Family,Great little gem,8.0,"Great location, friendly staff. The night guard was amazing, he was friendly and was always there to help us. Reception was helpful in ordering cabs and offering advice.Location was great. Walking distance to MRT, bus stops, hawker centre. Many cheap eateries close by and a supermarket also in walking distance. After going into the city once we were very appreciative of its location.",The bed was too hard. Toilet paper wasn't refilled when the room was serviced. Little annoying not having a fridge in the room. One of the showers kept flooding the room.The room was smaller than we anticipated. Although luckily we didn't spend alot of time in there. The cost of using the washing machine was a bit expensive at $5.,09/09/2022,11/02/2024,great location friendly staff night guard amazing friendly always help reception helpful order cab offer advicelocation great walk distance meet bus stop hawker centre many cheap artery close supermarket also walk distance go city appreciative location,bed hard toilet paper fill room service little annoying fridge room one shower keep flood route room small anticipate although luckily spend clot time cost use wash machine bit expensive
Habyt Cantonment - formerly Hmlet Cantonment,Michelle,Australia,The Medium Room,7.0,2022-09-01,Group,Very convenient and comfortable.,8.0,"The location was very close to bus stops, 5mins walk from shops and 10 mins from MRT stations. The shared kitchen was really good and had everything you could want from a coffee maker to stove to make a whole meal.",Unfortunately the shower does not drain properly so be prepared for water leaking over the bathroom floor after showering.,08/09/2022,11/02/2024,location close bus stop mind walk shop mind meet station share kitchen really good everything could want coffee maker stove make whole meal,unfortunately shower drain properly prepare water leak bathroom floor shower
Habyt Cantonment - formerly Hmlet Cantonment,Sabrine,Switzerland,The Small Room,10.0,2022-08-01,Solo traveller,Very good,8.0,"really good price/value. all you need, cosy rooms. all clean and nice staff.",make sure to get a room with garden (and not parking) view),04/09/2022,11/02/2024,really good pricevalue need cosy room clean nice staff,make sure get room garden parking view
Habyt Cantonment - formerly Hmlet Cantonment,Catherine,Japan,Two Bedroom with Kitchenette,6.0,2022-08-01,Family,Very good,8.0,Love the overall feel of our room! Felt like home away from home.,"Cleanliness can be improved. Also, I wish they have 2 more bar stools in the kitchen table and a table by the door.",03/09/2022,11/02/2024,love overall feel room feel like home away home,cleanliness improve also I wish bar stool kitchen table table door
Habyt Cantonment - formerly Hmlet Cantonment,Nobuko,Japan,The Extra Large Room,8.0,2022-08-01,Family,Superb,9.0,"Good privacy, clean and spacious bedroom. Having a washer/dryer in the room was great. Good location.",Water pressure in the shower was not great. Common Kitchen always smelled of rubbish.,29/08/2022,11/02/2024,good privacy clean spacious bedroom washerdryer room great good location,water pressure shower great common kitchen always smell rubbish
Habyt Cantonment - formerly Hmlet Cantonment,Bharadwaj,India,The Small Room,8.0,2022-08-01,Couple,"Good place, maybe too expensive",7.0,"It's more of a serviced apartment sort of a thing, but the room was comfy and the common room had a good vibe. The staff were very friendly too.","Above all, it was way too expensive. The room was very small, and the common facilities had some issues. The coffee maker wasn't working for half our stay and 3 of the 4 dryers in the laundry room weren't working properly (2 out of order and 1 not good). Housekeeping was only two days in a week (not a complaint, merely stating it). Considering all this, we felt we overpaid.",22/08/2022,11/02/2024,service apartment sort thing room come common room good vice staff friendly,way expensive room small common facility issue coffee maker work half stay order sundry room work properly order good housekeep two day week complaint merely state consider feel overlay
Habyt Cantonment - formerly Hmlet Cantonment,Daniela,United States,The Medium Room,11.0,2022-08-01,Solo traveller,Perfect for a work trip,8.0,"Location is great, short walk to mrt and bus. Great facilities. Co-working space is little. Overall a great place for my 15 day stay for work",Coffee machine out of order several days,17/08/2022,11/02/2024,location great short walk meet bus great facility work space little overall great place day stay work,coffee machine order several day
Habyt Cantonment - formerly Hmlet Cantonment,Joycelyn,Singapore,The Small Room,6.0,2022-08-01,Couple,Comfortable stay for young working adults.,8.0,The place is quiet most of the time and makes a good working space. Great location too! It is only 5-15min drive to most of the touristy places that we wanted to visit.,"Some of the amenities are not in the best condition. 2 out of 4 dryers at the launderette are not working, so we sometimes have to wait till the others are done. Bidet in our room didn’t work (though the staff quickly fixed it on the same day)z",16/08/2022,11/02/2024,place quiet time make good work space great location min drive tourist place want visit,amenity good condition order launderette work sometimes wait till bide room work though staff quickly fix day
Habyt Cantonment - formerly Hmlet Cantonment,David,Australia,The Small Room,11.0,2022-08-01,Solo traveller,great,8.0,location and quality of the room,internet in my room. would only work down the end bed. I couldn’t lie at the head of the bed and relax on the internet. it always had to be done down the end.,08/08/2022,11/02/2024,location quality room,internet room would work end bed I lie head bed relax internet always end
Habyt Cantonment - formerly Hmlet Cantonment,Peiling,United Kingdom,The Extra Large Room,7.0,2022-08-01,Family,Good,7.0,Good location.,Floor is not clean- gritty and sticky in parts,04/08/2022,11/02/2024,good location,floor clean gritty sticky part
Habyt Cantonment - formerly Hmlet Cantonment,Gustavo,United Kingdom,Two Bedroom,7.0,2022-07-01,Family,Overall good stay. Would stay again,8.0,Excellent location and friendly staff,Communal kitchen sometimes lacked cutlery/crockery,20/07/2022,11/02/2024,excellent location friendly staff,communal kitchen sometimes lack cutlerycrockery
Habyt Cantonment - formerly Hmlet Cantonment,Samid,Australia,The Small Room,6.0,2022-05-01,Solo traveller,Very good,8.0,"Yoga room, nature surrounds","Noisy, thin walls",09/07/2022,11/02/2024,room nature surround,noisy thin wall
Habyt Cantonment - formerly Hmlet Cantonment,Eric,United Kingdom,The Small Room,6.0,2022-07-01,Couple,"Good value for money, and excellent location",7.0,"Great location, staff were very friendly, room was very clean, large amount of high-quality toiletries, easy access, good air conditioning","Clothes-washing facilities were poor, initial lack of toilet roll (which was quickly resolved), window was very small and high up, cleaning only occurred twice a week (Tuesday and Thursday, so in quick succession).",08/07/2022,11/02/2024,great location staff friendly room clean large amount highquality toiletry easy access good air condition,clotheswashe facility poor initial lack toilet roll quickly resolve window small high clean occur twice week tuesday thursday quick succession
Habyt Cantonment - formerly Hmlet Cantonment,Byung,South Korea,The Small Room,9.0,2022-07-01,Group,Good. I am satisfied.,9.0,Location is little far from MRT station. The facility and cleanness is superb.,Only service mind of staff should be more upgraded.,04/07/2022,11/02/2024,location little far meet station facility clearness superb,service mind staff upgrade
Habyt Cantonment - formerly Hmlet Cantonment,Do11,Australia,The Small Room,21.0,2022-05-01,Solo traveller,Superb,9.0,"Nice minimalist yet stylish decor, stay was very comfortable and the communal kitchen, workspace and outdoor hangout areas were cool. Thank you for making my month long stay enjoyable!",nan,03/07/2022,11/02/2024,nice minimalist yet stylish door stay comfortable communal kitchen workplace outdoor hangout area cool thank make month long stay enjoyable,nan
Habyt Cantonment - formerly Hmlet Cantonment,Imran,India,The Medium Room,6.0,2022-06-01,Couple,"Good location, comfortable stay and value for money.",7.0,Good location. Very clean. Close to MRTs (Outram and Tanjong Pagar). Easy to get to Sentosa Island. Decent place.,No assistance from staff. Everything is DIY. Had one issue with plumbing. No one helped. Hardly any place to keep clothes. Definitely not for 2 adults and 2 kids in the twin room as well. Small beds.,29/06/2022,11/02/2024,good location clean close mrs outran tanjong pagan easy get sentosa island decent place,assistance staff everything one issue plunge one help hardly place keep clothe definitely adult kiss twin room well small bed
Habyt Cantonment - formerly Hmlet Cantonment,Peter,Australia,The Small Room,7.0,2022-06-01,Couple,So far so good.  No drama.,7.0,We bought our breakfast the night before.,Just the inconvenience.,29/06/2022,11/02/2024,buy breakfast night,inconvenience
Habyt Cantonment - formerly Hmlet Cantonment,Ching,Hong Kong,The Extra Large Room,11.0,2022-06-01,Family,Very good,8.0,"location very convenient,,stayed for 41days.the small kitchen  and wash n dryer really help,make us felt like home.",nan,27/06/2022,11/02/2024,location convenientstaye daysthe small kitchen wash n dwyer really helpmake feel like home,nan
Habyt Cantonment - formerly Hmlet Cantonment,Gky28,Hong Kong,The Medium Room,6.0,2022-06-01,Couple,Very good,8.0,Staff are responsive.,There were ants at the room. Also the drain clogged (someone fixed it another day),19/06/2022,11/02/2024,staff responsive,ant room also drain flog someone fix another day
Habyt Cantonment - formerly Hmlet Cantonment,Tess,Singapore,Two Bedroom,6.0,2022-06-01,Family,Value for money and comfortable stay,9.0,"Good and convenient location, just 7 minute walk towards Outram Park Mrt. Nearby also have a few bus stops that go to areas such as Chinatown, Funan, Bugis easily. Great service from staff. Everyone (receptionists, security guards and housekeeping) was helpful and welcoming. Communal kitchen made it convenient for us to have a meal together with free coffee and tea (and even ice!) Overall really glad I got to experience a week at Hmlet.",nan,05/06/2022,11/02/2024,good convenient location minute walk towards outran park meet nearby also bus stop go area chinatown human boris easily great service staff everyone receptionist security guard housekeep helpful welcome communal kitchen make convenient meal together free coffee tea even ice overall really glad I get experience week hamlet,nan
Habyt Cantonment - formerly Hmlet Cantonment,Xenia,Singapore,The Extra Large Room,8.0,2022-06-01,Couple,clean modern lines with functional kitchen and laundry awsome washingmachine with dryer function,8.0,design and rooms,small pool,04/06/2022,11/02/2024,design room,small pool
Habyt Cantonment - formerly Hmlet Cantonment,Cuiying,China,The Small Room,6.0,2022-05-01,Solo traveller,Not bad experience and would come back if the price not increases,9.0,the design and colour of the room is nice and comfortable. Staff are friendly and supportive.,the room does not have a desk or table.,30/05/2022,11/02/2024,design colour room nice comfortable staff friendly suppurative,room desk table
Habyt Cantonment - formerly Hmlet Cantonment,Kath27,United Kingdom,The Small Room,6.0,2022-05-01,Solo traveller,"Clean, quiet, and comfortable apartment - highly recommended!",9.0,"Hmlet Cantonment exceeded my expectations as it was clean, quiet, modern, comfortable, and had excellent aircon throughout! The staff were friendly and helpful, and the common areas were always very clean and well-equipped. I stayed in one of the smaller rooms, which was surprisingly spacious and made for very a comfortable week's stay. The staff also kindly allowed me to take a shower the afternoon after I had checked out as I had a late flight. I would highly recommend this property as a base from which to explore Singapore!","The coffee machine was intermittently broken, and the communal fridge was often very full, although thankfully clean.",28/05/2022,11/02/2024,hamlet cantonment exceed expectation clean quiet modern comfortable excellent iron throughout staff friendly helpful common area always clean welequipe I stay one small room surprisingly spacious make comfortable week stay staff also kindly allow I take shower afternoon I check I late flight I would highly recommend property base explore singapore,coffee machine intermittently break communal fridge often full although thankful clean
Habyt Cantonment - formerly Hmlet Cantonment,Mae,United Arab Emirates,The Small Room,6.0,2022-05-01,Couple,its good for very long stay guests probably.,8.0,its very accessible with 2 mrt stations near in it; it has smart tv in the room.,its more like apartel than a hotel.,25/05/2022,11/02/2024,accessible meet station near smart room,like apart hotel
Habyt Cantonment - formerly Hmlet Cantonment,Hooi,Singapore,The Small Room,7.0,2022-05-01,Group,overall satisfied with our stay,7.0,reception is well prepared and informative,cleanliness of common kitchen need improvements,25/05/2022,11/02/2024,reception well prepare information,cleanliness common kitchen need improvement
Habyt Cantonment - formerly Hmlet Cantonment,Kailesh,Australia,The Small Room,6.0,2022-05-01,Family,Great location and clean,8.0,Staff service was good. The location was walking distance to the tourist hotspots.,The pool was out of service the entirety of our stay and would have been a much need reprieve from the humidity and heat. The yoga classes are a paid service and probably needs to be stated as such on the website. The gym is very basic so again should be advertised as such.,22/05/2022,11/02/2024,staff service good location walk distance tourist hotspot,pool service entirety stay would much need reprieve humidity heat class pay service probably need state webster grm basic advertise
Habyt Cantonment - formerly Hmlet Cantonment,Marie,Australia,The Small Room,10.0,2022-05-01,Group,Great stay,8.0,"Great, it meets your expectation, room is comfy and functional. Main room is great",Room is bit small for 2,17/05/2022,11/02/2024,great meet expectation room come functional main room great,room bit small
Habyt Cantonment - formerly Hmlet Cantonment,Harijanto,Indonesia,Two Bedroom with Kitchenette,7.0,2022-05-01,Family,The apartment is better than hotel's room,9.0,"The location is perfect,the apartment feels like our own home.",None,11/05/2022,11/02/2024,location perfectly apartment feel like home,none
Habyt Cantonment - formerly Hmlet Cantonment,Bozhana,Bulgaria,The Small Room,10.0,2022-05-01,Couple,Superb,9.0,Location was perfect!Everything was really great!,"Room could have a little more convenient furniture where to put personal staff on (for example a second night stand for the other side of the bed, where to put your mobile phone, bottle of water ect. for the night). Instead we had to keep such things on the floor).",08/05/2022,11/02/2024,location perfecteverythe really great,room could little convenient furniture put personal staff example second night stand side bed put mobile phone bottle water act night instead keep thing floor
Habyt Cantonment - formerly Hmlet Cantonment,Amitabh,India,The Small Room,8.0,2022-04-01,Family,Good,7.0,Responsive staff. Mostly available and flexible when they could be,The small room is too small...almost unlivable. You guys need to put in at least 1 small table and chair. Also cleaning 3 times a week would be good.,08/05/2022,11/02/2024,responsive staff mostly available flexible could,small room smalalmost unlivable gun need put least small table chair also clean time week would good
Habyt Cantonment - formerly Hmlet Cantonment,Sinnaura,United Arab Emirates,The Medium Room,6.0,2022-05-01,Couple,It was okay but…,7.0,"- Nice layout and decor. Medium room was rather small for 2 people but it was fine, with some space to hang clothes and fold them in the drawers. There is also a tiny table with a chair, along with a mirror and some luggage space on the side of the room. There is a small safe for keeping personal items, pretty useful.- I appreciated that the bathroom had an extra paper roll and toiletries. There is a walk in shower with a glass partition, although it can get messy because there is no door.- The property has a lovely common working space (including a the reception desk) although it can smell a bit funky at times. Coffee, water and tables are readily available.- Our room was ready by the time we arrived, so we had an early check in.- Lovely security staff, helpful with letting us know where to dispose of the garbage.- Management fumigated the area and hotel to prevent bugs from coming in. Since there is currently a dengue situation, they were keen to make sure there were no mosquitos.- There is a mini mart right across from the accommodation.- The complex was once a school, cool layout.","- The cleanliness and overall hygiene left much to be desired. We noticed that the cleaning staff came by regularly but due to the room being small (and because of covid), we opted not to go with room service. However, the room had scuff marks all around, peeled paint and food stains on the table and night stand. The toilet seat was dirty and so I had to clean most of the room myself.- Staff were fine but seemed very disengaged. I believe there were 2 main members (albeit nice people) who seemed to struggle with management especially on the last day of our stay.- Incredibly loud door locks and lack of soundproofing. I could hear flushing sounds and screaming from the room above us. Morning hours are especially bad so maybe bring some ear buds with you.- Windows are sealed shut (which helps greatly with keeping the bugs from coming in) but also makes the room very stuffy quickly. There is no ventilation on the room so best keep the AC on.- 1st and 2nd floors were lovely but the 3rd floor (also including a common kitchen) was very stuffy, noisy and unhygienic.- Location would be excellent for Grab/taxi pickups and short rides to Sentosa, however, a walk to the MRT takes 10-15 mins and it can be very hot outside. Area can be a bit difficult to walk around.",05/05/2022,11/02/2024,nice layout door medium room rather small people fine space hang clothe fold drawer also tiny table chair along mirror luggage space side room small safe keep personal item pretty useful I appreciate bathroom extra paper roll toiletry walk shower glass partition although get mess door property lovely common work space include reception desk although smell bit funny time coffee water table readily available room ready time arrive early check lovely security staff helpful let know dispose garage management ruminate area hotel prevent bag come since currently tongue situation keen make sure mosquito mind mary right across accommodation complex school cool layout,cleanliness overall hygienic leave much desire notice clean staff come regularly due room small could often go room service however room stuff mark around peel paint food stain table night stand toilet seat dirty I clean room staff fine seem disengage I believe main member albeit nice people seem struggle management especially last day stay incredibly loud door lock lack soundproof I could hear flush sound scream room morning hour especially bad maybe bring ear bud window seal shut help greatly keep bag come also make room stuffy quickly ventilator room good keep ac st nd floor lovely rd floor also include common kitchen stuffy noisy hygienic location would excellent grabtaxi picket short ride sentosa however walk meet take mind hot outside area bit difficult walk around
Habyt Cantonment - formerly Hmlet Cantonment,Rita,Australia,The Extra Large Room,13.0,2022-05-01,Couple,Been before chose the largest room type this time. Great comfortable stay in a really good location.,9.0,It is a great location and you do not feel like you are in a tourist area or facility. It has a really good layout and the extra large room for 2 weeks made it a really comfortable stay. You have your own aircon and windows that can be opened so important now. Rooms are good.,"The smart TV access you are limited with access so if you do want to chill and watch something you really need to preplan. there isn’t a proper pool, something that would be nice to chill after the hot and at times humid days.",05/05/2022,11/02/2024,great location feel like tourist area facility really good layout extra large room week make really comfortable stay iron window open important room good,smart access limit access want chill watch something really need preplan proper pool something would nice chill hot time humid day
Habyt Cantonment - formerly Hmlet Cantonment,Chen,Singapore,The Small Room,10.0,2022-04-01,Solo traveller,"Overall, a good stay.",8.0,Friendly staff including the cleaning crew and security.,There were some scratch marks that requires paintwork in the room but did not bother me much.,28/04/2022,11/02/2024,friendly staff include clean crew security,scratch mark require paintwork room bother I much
Habyt Cantonment - formerly Hmlet Cantonment,Daniel,United Kingdom,The Medium Room,10.0,2022-04-01,Couple,very handy location for sight seeing and reasonably priced😀,8.0,great location for walking and transport,the room was a little tired and could of done with a lick of paint,24/04/2022,11/02/2024,great location walk transport,room little tired could lick paint
Habyt Cantonment - formerly Hmlet Cantonment,Marianna,Canada,The Small Room,7.0,2022-04-01,Solo traveller,"Quiet, clean and helpful staff",9.0,central location,none,20/04/2022,11/02/2024,central location,none
Habyt Cantonment - formerly Hmlet Cantonment,Janine,Philippines,The Small Room,8.0,2022-04-01,Couple,It was okay. Comfortable.,8.0,location,reception wasn’t available during late night,18/04/2022,11/02/2024,location,reception want available late night
Habyt Cantonment - formerly Hmlet Cantonment,Wei,Singapore,The Small Room,20.0,2022-04-01,Couple,Good,7.0,"The location was great, with lots of great food places around. The staffs were friendly and the guards were very helpful.","The toilet seat was slanted, it blocked the access to the toilet paper. Also, room cleaning was not done a few times even though we have requested it.",12/04/2022,11/02/2024,location great lot great food place around staff friendly guard helpful,toilet seat plant block access toilet paper also room clean time even though request
Habyt Cantonment - formerly Hmlet Cantonment,Caitlin,Australia,The Medium Room,6.0,2022-04-01,Couple,Excellent accommodation within walking distance to China Town and financial district.,9.0,Excellent location within walking distance to TP and China Town.  Medium size room had enough space for two. Large walk in shower. Kitchen facilities are excellent (although I don’t know why one would cook when in Singapore) Aircon worked well. Didn’t try pool so can’t comment. Would definitely stay here again. Value for money.,It was all good!,07/04/2022,11/02/2024,excellent location within walk distance china town medium size room enough space two large walk shower kitchen facility excellent although I know one would cook singapore iron work well try pool comment would definitely stay value money,good
Habyt Cantonment - formerly Hmlet Cantonment,Shaira,Singapore,The Small Room,6.0,2022-04-01,Couple,"Budget friendly, convenient location, clean, and great facilities",8.0,"the location was very convenient. it is situated in a neighborhood where there are cafes, hawker stalls, restaurants, bars and more. I like that bus stops are nearby and if need to take a train just have to walk for 10mins or so. I like that the check in process at this hotel was seamless. The facilities is great as well.",Bed is so-so. The aircon in our room isn’t that cold even if it was set to the coldest temperature. This hotel can only be booked if your duration here is for more than 5 days.,04/04/2022,11/02/2024,location convenient situate neighborhood case hawker stall restaurant bar I like bus stop nearby need take train walk mind I like check process hotel fearless facility great well,bed soto iron room cold even set old temperature hotel book duration day
Habyt Cantonment - formerly Hmlet Cantonment,Cheong,Singapore,The Small Room,6.0,2022-04-01,Solo traveller,Value for money.,7.0,Great location to access various places around d the city center.,No proper seating place in the small room. Please at least provide us a stool.,03/04/2022,11/02/2024,great location access various place around city center,proper seat place small room please least provide stool
"Hotel Indigo Singapore Katong, an IHG Hotel",Nataliya,Estonia,2 Twin Beds Standard,4.0,2023-08-01,Family,"Very atmospheric, stylish and comfortable hotel",10.0,"Very atmospheric, stylish and comfortable hotel. Located in the center of the historical district. There are a lot of shops, cafes and bars around. The rooftop has a great swimming pool and a good sports program. I recommend to everyone!",nan,14/08/2023,11/02/2024,atmosphere stylish comfortable hotel locate center historical district lot shop case bar around rooftop great swim pool good sport program I recommend everyone,nan
"Hotel Indigo Singapore Katong, an IHG Hotel",Titi,Indonesia,Standard Room,3.0,2024-01-01,Group,"excellent, will be back",10.0,"excellent room design and spacious enough comfort bed, good and helpful staffsmineral water complimentarygreat neighborhood",nan,09/02/2024,11/02/2024,excellent room design spacious enough comfort bed good helpful stafsmineral water complimentarygreat neighborhood,nan
"Hotel Indigo Singapore Katong, an IHG Hotel",Olivier,France,1 King Standard Heritage View,1.0,2024-02-01,Solo traveller,"perfect, relaxing stay halfway from airport/city center",9.0,"The room view was fantastic - talk about panoramic view from the shower !!! Rooftop pool hugely appreciated too, staff was top also, communication perfect...",Not a lot. A bit far from Singapore Bay/financial district but Katong has lots of charm !,08/02/2024,11/02/2024,room view fantastic talk panorama view shower rooftop pool huge appreciate staff top also communication perfect,lot bit far singapore bayfinancial district among lot charm
"Hotel Indigo Singapore Katong, an IHG Hotel",Ali,Switzerland,2 Twin Beds Standard,3.0,2024-01-01,Couple,Very good,8.0,"All is ok , but It's for me a 4 stars hotel, not 5.",nan,27/01/2024,11/02/2024,ok I star hotel,nan
"Hotel Indigo Singapore Katong, an IHG Hotel",Glenn,United Kingdom,1  King Bed Standard,1.0,2024-01-01,Couple,A comfortable stay in Katong.,10.0,"Modern decor and friendly, efficient staff.",nan,27/01/2024,11/02/2024,modern door friendly efficient staff,nan
"Hotel Indigo Singapore Katong, an IHG Hotel",Rosemary,Australia,Standard Room,3.0,2024-01-01,Couple,Superb,9.0,Very friendly staff. Spacious room with special sweet treats. Delightful bathroom with amazing views. Excellent breakfast.,nan,25/01/2024,11/02/2024,friendly staff spacious room special sweet treat delightful bathroom amazing view excellent breakfast,nan
"Hotel Indigo Singapore Katong, an IHG Hotel",Colette,United Kingdom,Standard Room,3.0,2024-01-01,Couple,Exceptional,10.0,"Gorgeous decor and top quality facilities , the staff were very helpful and pleasant.",Nothing it was perfect so much so we have booked to stay in the indigo hotel in Bangkok,22/01/2024,11/02/2024,gorgeous door top quality facility staff helpful pleasant,nothing perfect much book stay indigo hotel bangkok
"Hotel Indigo Singapore Katong, an IHG Hotel",Glenn,United Kingdom,1  King Bed Standard,3.0,2024-01-01,Couple,A quirky hotel in a prime location.,9.0,Location and friendly professional staff.,Not permitted to eat your own food at the roof top swimming pool.,21/01/2024,11/02/2024,location friendly professional staff,permit eat food roof top swim pool
"Hotel Indigo Singapore Katong, an IHG Hotel",Grant,Canada,1  King Bed Standard,2.0,2023-12-01,Couple,Great place to stay when visiting this area of Singapore,9.0,The decor was wonderful . The room was appointed with beautiful character pieces . Staff was very courteous and helpful . Good connections into the downtown .,Nothing .,20/01/2024,11/02/2024,door wonderful room appoint beautiful character piece staff courteous helpful good connection downtown,nothing
"Hotel Indigo Singapore Katong, an IHG Hotel",Jane,Australia,1  King Bed Standard,4.0,2024-01-01,Couple,Great stay in Katong.,10.0,Our second stay at the property. Very comfy room.Staff are very helpful. Provided courtesy call to check to see if everything was ok and if we needed anything.Room spaciousPillows- the best!,Perhaps a towel rail.,16/01/2024,11/02/2024,second stay property come romstaf helpful provide courtesy call check see everything ok need anythingrom spaciouspilow good,perhaps towel rail
"Hotel Indigo Singapore Katong, an IHG Hotel",Ac,Australia,1 King Standard Heritage View,3.0,2024-01-01,Family,"A quirky, very comfortable hotel in a great heritage area. Loved it.",9.0,Lovely staff. Very comfortable room.,nan,09/01/2024,11/02/2024,lovely staff comfortable room,nan
"Hotel Indigo Singapore Katong, an IHG Hotel",Sancia,Singapore,Standard Room,2.0,2023-11-01,Couple,Exceptional,10.0,"Beautiful peranakan decor! Lovely, clean, comfy, very good housekeeping! Excellent staff service and smiles - top rate",nan,04/01/2024,11/02/2024,beautiful peranakan door lovely clean come good housekeep excellent staff service smile top rate,nan
"Hotel Indigo Singapore Katong, an IHG Hotel",Shantha,Australia,Standard Room,8.0,2024-01-01,Couple,Incredible Service,10.0,Service: friendliness & helpfulness of reception staff.  We had a noise issue first night & Saiful immediately attended to it offered us an alternative room & ensured we were ok. Baba chew staff were incredible also with remembering our favourite food & drinks. Nathan Christian Mag Marvel & rest of the amazing crew,The breakfasts were great. Meals could be improved to truly reflect peranakan flavours,04/01/2024,11/02/2024,service friendliness helpfulness reception staff noise issue first night painful immediately attend offer alternative room ensue ok baby chew staff incredible also remember favourite food drink christian may marvel rest amazing crew,breakfast great meal could improve truly reflect peranakan favour
"Hotel Indigo Singapore Katong, an IHG Hotel",Mark,United Kingdom,Standard Room,1.0,2023-11-01,Solo traveller,excellent boutique hotel,9.0,"friendly welcome, professional & helpful staff, excellent freshly-cooked breakfast & lovely spacious room with local 'flavour' to the decoration",nan,28/12/2023,11/02/2024,friendly welcome professional helpful staff excellent freshlycoke breakfast lovely spacious room local flavour decoration,nan
